date,game_id,team,opponent,side,is_home,pitcher_id,pitcher_name,opposing_pitcher_id,opposing_pitcher_name,status,status_code,venue_id,venue,opp_k_per_game,opp_runs_per_game,opp_hits_per_game,opp_walks_per_game,opp_avg,opp_obp,opp_slg,opp_ops
2026-03-29,824700,Washington Nationals,Chicago Cubs,away,0.0,663623,Jake Irvin,684007.0,Shota Imanaga,Final,F,17.0,Wrigley Field,8.365591397849462,5.064516129032258,8.344086021505376,4.365591397849462,0.244,0.337,0.412,0.749
2026-03-29,824700,Chicago Cubs,Washington Nationals,home,1.0,684007,Shota Imanaga,663623.0,Jake Irvin,Final,F,17.0,Wrigley Field,8.26595744680851,5.404255319148936,8.606382978723405,3.4468085106382977,0.251,0.325,0.435,0.76
2026-03-29,824864,Minnesota Twins,Baltimore Orioles,away,0.0,641927,Bailey Ober,669358.0,Shane Baz,Final,F,2.0,Oriole Park at Camden Yards,9.074468085106384,4.553191489361702,7.914893617021277,3.851063829787234,0.238,0.32,0.396,0.716
2026-03-29,824864,Baltimore Orioles,Minnesota Twins,home,1.0,669358,Shane Baz,641927.0,Bailey Ober,Final,F,2.0,Oriole Park at Camden Yards,8.319148936170214,4.882978723404255,8.361702127659575,3.3297872340425534,0.247,0.322,0.414,0.736
2026-03-29,824944,Kansas City Royals,Atlanta Braves,away,0.0,607625,Seth Lugo,656550.0,Grant Holmes,Final,F,4705.0,Truist Park,8.054347826086957,4.934782608695652,8.467391304347826,3.010869565217391,0.249,0.314,0.414,0.728
2026-03-29,824944,Atlanta Braves,Kansas City Royals,home,1.0,656550,Grant Holmes,607625.0,Seth Lugo,Final,F,4705.0,Truist Park,8.042553191489361,4.308510638297872,8.329787234042554,3.265957446808511,0.247,0.318,0.398,0.716
2026-03-30,822834,Colorado Rockies,Toronto Blue Jays,away,0.0,608372,Tomoyuki Sugano,664074.0,Cody Ponce,Final,F,14.0,Rogers Centre,7.333333333333333,4.043010752688172,8.182795698924732,2.7311827956989245,0.244,0.305,0.383,0.688
2026-03-30,822834,Toronto Blue Jays,Colorado Rockies,home,1.0,664074,Cody Ponce,608372.0,Tomoyuki Sugano,Final,F,14.0,Rogers Centre,8.74468085106383,4.861702127659575,8.74468085106383,3.1702127659574466,0.257,0.328,0.424,0.752
2026-03-30,823080,New York Mets,St. Louis Cardinals,away,0.0,605280,Clay Holmes,681517.0,Kyle Leahy,Final,F,2889.0,Busch Stadium,7.714285714285714,4.571428571428571,8.219780219780219,3.208791208791209,0.245,0.321,0.394,0.715
2026-03-30,823080,St. Louis Cardinals,New York Mets,home,1.0,681517,Kyle Leahy,605280.0,Clay Holmes,Final,F,2889.0,Busch Stadium,8.212765957446809,4.191489361702128,7.8936170212765955,3.0851063829787235,0.235,0.304,0.383,0.687
2026-03-30,823159,New York Yankees,Seattle Mariners,away,0.0,677960,Ryan Weathers,622491.0,Luis Castillo,Final,F,680.0,T-Mobile Park,8.688172043010752,4.053763440860215,7.623655913978495,3.3225806451612905,0.23,0.311,0.379,0.69
2026-03-30,823159,Seattle Mariners,New York Yankees,home,1.0,622491,Luis Castillo,677960.0,Ryan Weathers,Final,F,680.0,T-Mobile Park,9.053763440860216,4.817204301075269,7.795698924731183,3.827956989247312,0.235,0.316,0.42,0.736
2026-03-30,823320,San Francisco Giants,San Diego Padres,away,0.0,694738,Landen Roupp,621111.0,Walker Buehler,Final,F,2680.0,Petco Park,8.402173913043478,3.934782608695652,7.4021739130434785,3.282608695652174,0.226,0.301,0.373,0.674
2026-03-30,823320,San Diego Padres,San Francisco Giants,home,1.0,621111,Walker Buehler,694738.0,Landen Roupp,Final,F,2680.0,Petco Park,7.804347826086956,4.0978260869565215,8.706521739130435,2.4130434782608696,0.254,0.307,0.418,0.725
2026-03-30,823484,Washington Nationals,Philadelphia Phillies,away,0.0,656492,Foster Griffin,592836.0,Taijuan Walker,Final,F,2681.0,Citizens Bank Park,8.774193548387096,4.43010752688172,8.010752688172044,2.989247311827957,0.238,0.305,0.404,0.709
2026-03-30,823484,Philadelphia Phillies,Washington Nationals,home,1.0,592836,Taijuan Walker,656492.0,Foster Griffin,Final,F,2681.0,Citizens Bank Park,8.26595744680851,5.404255319148936,8.606382978723405,3.4468085106382977,0.251,0.325,0.435,0.76
2026-03-30,823809,Tampa Bay Rays,Milwaukee Brewers,away,0.0,607259,Nick Martinez,690986.0,Kyle Harrison,Final,F,32.0,American Family Field,8.16304347826087,5.086956521739131,8.66304347826087,4.119565217391305,0.255,0.337,0.397,0.734
2026-03-30,823809,Milwaukee Brewers,Tampa Bay Rays,home,1.0,690986,Kyle Harrison,607259.0,Nick Martinez,Final,F,32.0,American Family Field,7.175824175824176,4.5054945054945055,8.582417582417582,3.5384615384615383,0.258,0.334,0.396,0.73
