date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status,lineup_status,lineup_source,home_team,away_team,venue,game_datetime
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,664770,Nathan Lukes,2,RF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,665489,Vladimir Guerrero Jr.,3,DH,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,672960,Kazuma Okamoto,4,3B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,662139,Daulton Varsho,5,CF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,815873,Sean Keys,6,1B,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,678218,Brandon Valenzuela,7,C,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,665926,Andrés Giménez,8,SS,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,822786,Toronto Blue Jays,Chicago White Sox,home,682729,Jonatan Clase,9,LF,In Progress,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Chicago White Sox,Rogers Centre,2026-07-19T16:15:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,650333,Luis Arraez,1,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,671218,Heliot Ramos,2,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,669477,Casey Schmitt,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,805811,Bryce Eldridge,4,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,646240,Rafael Devers,5,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,808982,Jung Hoo Lee,6,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,642715,Willy Adames,7,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,687551,Drew Gilbert,8,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,San Francisco Giants,Seattle Mariners,away,701852,Drew Cavanaugh,9,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,641487,J.P. Crawford,1,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,668227,Randy Arozarena,2,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,686527,Dominic Canzone,3,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,663728,Cal Raleigh,4,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,647304,Josh Naylor,5,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,670042,Luke Raley,6,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,702284,Cole Young,7,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,645302,Victor Robles,8,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823113,Seattle Mariners,San Francisco Giants,home,806068,Colt Emerson,9,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Seattle Mariners,San Francisco Giants,T-Mobile Park,2026-07-19T20:10:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,805999,A.J. Ewing,1,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,665742,Juan Soto,2,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,666182,Bo Bichette,3,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,596019,Francisco Lindor,4,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,701807,Carson Benge,5,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,676724,Jared Young,6,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,543760,Marcus Semien,7,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,683146,Brett Baty,8,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,New York Mets,Philadelphia Phillies,away,620443,Luis Torrens,9,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,607208,Trea Turner,1,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,656941,Kyle Schwarber,2,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,547180,Bryce Harper,3,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,669016,Brandon Marsh,4,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,664761,Alec Bohm,5,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,681082,Bryson Stott,6,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,592663,J.T. Realmuto,7,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,687282,Gabriel Rincones Jr.,8,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823439,Philadelphia Phillies,New York Mets,home,702222,Justin Crawford,9,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Philadelphia Phillies,New York Mets,Citizens Bank Park,2026-07-19T17:35:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,660271,Shohei Ohtani,1,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,681624,Andy Pages,2,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,518692,Freddie Freeman,3,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,605141,Mookie Betts,4,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,571970,Max Muncy,5,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,663656,Kyle Tucker,6,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,669242,Tommy Edman,7,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,606192,Teoscar Hernández,8,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,Los Angeles Dodgers,New York Yankees,away,687221,Dalton Rushing,9,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,663757,Trent Grisham,1,CF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,700250,Ben Rice,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,691176,Jasson Domínguez,3,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,641355,Cody Bellinger,4,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,645305,Ali Sánchez,5,C,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,676609,José Caballero,6,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,665862,Jazz Chisholm Jr.,7,2B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,683011,Anthony Volpe,8,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823521,New York Yankees,Los Angeles Dodgers,home,641857,Ryan McMahon,9,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T23:20:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,660271,Shohei Ohtani,1,DH,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,681624,Andy Pages,2,CF,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,518692,Freddie Freeman,3,1B,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,605141,Mookie Betts,4,SS,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,571970,Max Muncy,5,3B,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,663656,Kyle Tucker,6,RF,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,606192,Teoscar Hernández,7,LF,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,687221,Dalton Rushing,8,C,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,Los Angeles Dodgers,New York Yankees,away,669242,Tommy Edman,9,2B,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,663757,Trent Grisham,1,CF,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,700250,Ben Rice,2,1B,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,691176,Jasson Domínguez,3,DH,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,641355,Cody Bellinger,4,LF,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,680474,Max Schuemann,5,RF,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,665862,Jazz Chisholm Jr.,6,2B,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,683011,Anthony Volpe,7,SS,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,641857,Ryan McMahon,8,3B,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823523,New York Yankees,Los Angeles Dodgers,home,645305,Ali Sánchez,9,C,Warmup,CONFIRMED,CURRENT_BOX_SCORE,New York Yankees,Los Angeles Dodgers,Yankee Stadium,2026-07-19T16:35:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,669364,Xavier Edwards,1,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,681715,Heriberto Hernández,2,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,669065,Kyle Stowers,3,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,691594,Javier Sanoja,4,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,689414,Liam Hicks,5,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,677870,Leo Jiménez,6,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,665052,Griffin Conine,7,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,665923,Esteury Ruiz,8,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Miami Marlins,Milwaukee Brewers,away,805300,Jakob Marsee,9,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,592885,Christian Yelich,1,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,694192,Jackson Chourio,2,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,668930,Brice Turang,3,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,683734,Andrew Vaughn,4,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,641343,Jake Bauers,5,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,669003,Garrett Mitchell,6,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,596142,Gary Sánchez,7,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,669699,Braden Shewmake,8,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,823764,Milwaukee Brewers,Miami Marlins,home,687401,Joey Ortiz,9,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Milwaukee Brewers,Miami Marlins,American Family Field,2026-07-19T18:10:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,805808,Kevin McGonigle,1,SS,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,693307,Dillon Dingler,2,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,690993,Colt Keith,3,3B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,679529,Spencer Torkelson,4,1B,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,663837,Matt Vierling,5,RF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,682985,Riley Greene,6,LF,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
2026-07-19,824007,Detroit Tigers,Los Angeles Angels,away,681481,Kerry Carpenter,7,DH,Scheduled,PROJECTED,RECENT_CONFIRMED_LINEUPS,Los Angeles Angels,Detroit Tigers,Angel Stadium,2026-07-19T20:07:00Z
