pitcher_id,pitcher_name,team,game_date,innings,strikeouts,walks,hits,earned_runs,home_runs,era
657746,Joe Ryan,Minnesota Twins,2026-06-30,4.0,5,3,5,0,1,3.05
657746,Joe Ryan,Minnesota Twins,2026-06-24,6.0,9,1,8,4,1,3.18
657746,Joe Ryan,Minnesota Twins,2026-06-18,5.0,7,2,3,0,0,2.99
695611,Gage Jump,Athletics,2026-07-11,5.2,7,2,5,1,0,3.51
695611,Gage Jump,Athletics,2026-07-05,3.0,1,3,8,5,2,3.77
695611,Gage Jump,Athletics,2026-06-29,4.2,5,0,11,5,2,2.93
695611,Gage Jump,Athletics,2026-06-24,5.0,9,1,3,0,0,2.04
695611,Gage Jump,Athletics,2026-06-18,7.0,7,3,1,0,0,2.37
663542,Bryan Hudson,Chicago White Sox,2026-07-11,1.0,0,0,0,0,0,2.20
663542,Bryan Hudson,Chicago White Sox,2026-07-08,1.0,2,0,0,0,0,2.25
663542,Bryan Hudson,Chicago White Sox,2026-07-03,0.2,2,0,2,0,0,2.31
663542,Bryan Hudson,Chicago White Sox,2026-07-01,0.1,0,0,2,1,0,2.35
663542,Bryan Hudson,Chicago White Sox,2026-06-28,1.0,1,1,2,0,0,2.13
607536,Kyle Freeland,Colorado Rockies,2026-07-11,1.2,1,0,0,0,0,7.31
607536,Kyle Freeland,Colorado Rockies,2026-07-06,5.0,2,0,9,6,1,7.46
607536,Kyle Freeland,Colorado Rockies,2026-07-01,5.0,7,1,6,2,0,7.25
607536,Kyle Freeland,Colorado Rockies,2026-06-24,6.0,4,1,11,6,2,7.50
607536,Kyle Freeland,Colorado Rockies,2026-06-19,7.1,8,0,4,2,0,7.36
641816,Tyler Mahle,San Francisco Giants,2026-07-11,2.0,2,1,1,0,0,5.55
641816,Tyler Mahle,San Francisco Giants,2026-07-05,4.1,5,0,8,3,0,5.70
641816,Tyler Mahle,San Francisco Giants,2026-06-29,4.1,3,3,4,4,1,5.67
641816,Tyler Mahle,San Francisco Giants,2026-06-24,5.2,4,2,2,0,0,5.49
641816,Tyler Mahle,San Francisco Giants,2026-05-26,5.0,3,3,3,3,1,6.04
693645,Cam Schlittler,New York Yankees,2026-07-11,1.0,1,0,2,2,2,2.15
693645,Cam Schlittler,New York Yankees,2026-07-06,8.0,8,0,4,1,0,2.01
693645,Cam Schlittler,New York Yankees,2026-06-30,4.0,5,1,7,6,4,2.08
693645,Cam Schlittler,New York Yankees,2026-06-25,5.0,9,2,5,0,1,1.62
693645,Cam Schlittler,New York Yankees,2026-06-19,6.0,13,0,4,0,0,1.71
676571,PJ Poulin,Washington Nationals,2026-07-11,1.1,2,1,1,0,0,2.72
676571,PJ Poulin,Washington Nationals,2026-07-05,0.2,0,1,1,0,0,2.83
676571,PJ Poulin,Washington Nationals,2026-06-28,2.0,0,1,0,0,0,2.88
676571,PJ Poulin,Washington Nationals,2026-06-27,0.2,1,0,1,1,0,3.06
676571,PJ Poulin,Washington Nationals,2026-06-24,1.1,1,0,0,0,0,2.84
700842,Eduardo Rivera,Boston Red Sox,2026-07-11,1.0,0,0,0,0,0,0.00
700842,Eduardo Rivera,Boston Red Sox,2026-04-22,3.1,3,0,1,0,0,0.00
642547,Freddy Peralta,New York Mets,2026-07-11,1.0,3,1,1,0,0,4.63
642547,Freddy Peralta,New York Mets,2026-07-06,4.2,6,1,6,1,1,4.68
642547,Freddy Peralta,New York Mets,2026-07-01,4.0,4,3,7,5,1,4.81
642547,Freddy Peralta,New York Mets,2026-06-25,5.2,5,1,5,0,0,4.53
642547,Freddy Peralta,New York Mets,2026-06-20,2.2,2,1,10,10,2,4.83
669302,Logan Gilbert,Seattle Mariners,2026-07-04,7.1,7,0,1,0,0,3.19
669302,Logan Gilbert,Seattle Mariners,2026-06-27,7.0,7,0,7,4,0,3.42
669302,Logan Gilbert,Seattle Mariners,2026-06-21,6.1,8,2,3,1,1,3.29
669302,Logan Gilbert,Seattle Mariners,2026-06-16,7.0,10,1,2,1,0,3.43
669302,Logan Gilbert,Seattle Mariners,2026-06-09,6.0,5,2,3,1,0,3.62
643377,Griffin Jax,Tampa Bay Rays,2026-07-06,5.0,10,2,1,3,1,3.60
643377,Griffin Jax,Tampa Bay Rays,2026-06-30,6.0,5,0,5,3,2,3.45
643377,Griffin Jax,Tampa Bay Rays,2026-06-24,5.0,7,2,5,0,0,3.33
643377,Griffin Jax,Tampa Bay Rays,2026-06-19,5.0,5,0,4,2,2,3.67
643377,Griffin Jax,Tampa Bay Rays,2026-06-13,5.0,5,0,5,0,0,3.68
676440,Tanner Bibee,Cleveland Guardians,2026-07-11,0.2,0,1,1,0,0,4.04
676440,Tanner Bibee,Cleveland Guardians,2026-07-05,4.0,1,1,6,6,3,4.06
676440,Tanner Bibee,Cleveland Guardians,2026-06-30,7.0,2,0,5,2,1,3.69
676440,Tanner Bibee,Cleveland Guardians,2026-06-24,6.0,3,1,3,0,0,3.78
676440,Tanner Bibee,Cleveland Guardians,2026-06-19,5.1,7,2,4,3,1,4.03
691587,Eury Pérez,Miami Marlins,2026-07-11,1.0,1,1,2,0,0,3.79
691587,Eury Pérez,Miami Marlins,2026-07-05,7.0,8,0,0,0,0,3.84
691587,Eury Pérez,Miami Marlins,2026-06-30,5.1,8,4,2,1,1,4.21
691587,Eury Pérez,Miami Marlins,2026-06-24,4.2,1,0,3,1,1,4.41
691587,Eury Pérez,Miami Marlins,2026-05-27,4.0,9,0,3,0,0,4.60
650911,Cristopher Sánchez,Philadelphia Phillies,2026-07-06,3.1,1,1,12,9,3,2.62
650911,Cristopher Sánchez,Philadelphia Phillies,2026-06-30,7.0,9,2,3,0,0,2.00
650911,Cristopher Sánchez,Philadelphia Phillies,2026-06-25,5.0,6,1,7,5,1,2.13
650911,Cristopher Sánchez,Philadelphia Phillies,2026-06-20,6.0,5,1,5,1,1,1.80
650911,Cristopher Sánchez,Philadelphia Phillies,2026-06-14,5.2,3,1,8,4,2,1.82
663554,Casey Mize,Detroit Tigers,2026-07-05,6.2,4,2,5,2,1,2.64
663554,Casey Mize,Detroit Tigers,2026-06-29,7.0,10,0,1,0,0,2.63
663554,Casey Mize,Detroit Tigers,2026-06-23,5.2,6,1,8,4,1,2.95
663554,Casey Mize,Detroit Tigers,2026-06-17,4.2,3,1,6,3,1,2.58
663554,Casey Mize,Detroit Tigers,2026-05-27,4.0,6,1,2,0,0,2.27
702070,Noah Cameron,Kansas City Royals,2026-07-06,5.0,7,5,6,1,0,4.77
702070,Noah Cameron,Kansas City Royals,2026-06-30,3.2,0,3,9,6,2,4.95
702070,Noah Cameron,Kansas City Royals,2026-06-24,5.0,5,3,8,5,0,4.50
702070,Noah Cameron,Kansas City Royals,2026-06-18,5.0,6,2,8,3,0,4.20
702070,Noah Cameron,Kansas City Royals,2026-06-13,4.1,1,0,7,4,2,4.11
680694,Kyle Bradish,Baltimore Orioles,2026-07-05,7.2,5,1,5,3,1,3.75
680694,Kyle Bradish,Baltimore Orioles,2026-06-28,4.0,2,5,1,3,0,3.77
680694,Kyle Bradish,Baltimore Orioles,2026-06-22,8.0,9,1,6,0,0,3.64
680694,Kyle Bradish,Baltimore Orioles,2026-06-17,7.2,12,2,5,1,0,4.00
680694,Kyle Bradish,Baltimore Orioles,2026-06-11,4.0,5,3,7,5,3,4.30
663567,Peter Lambert,Houston Astros,2026-07-05,5.2,6,1,3,0,0,3.26
663567,Peter Lambert,Houston Astros,2026-06-29,5.2,4,3,5,4,3,3.51
663567,Peter Lambert,Houston Astros,2026-06-23,4.2,6,3,6,2,1,3.28
663567,Peter Lambert,Houston Astros,2026-06-17,7.0,5,0,2,1,1,3.23
663567,Peter Lambert,Houston Astros,2026-06-10,6.1,6,0,5,2,2,3.47
677958,Kumar Rocker,Texas Rangers,2026-07-05,4.1,4,1,5,3,1,3.95
677958,Kumar Rocker,Texas Rangers,2026-06-28,6.0,5,1,4,0,0,3.83
677958,Kumar Rocker,Texas Rangers,2026-06-22,5.0,9,0,5,2,0,4.14
677958,Kumar Rocker,Texas Rangers,2026-06-16,3.1,4,2,7,6,2,4.17
677958,Kumar Rocker,Texas Rangers,2026-06-11,4.2,3,2,5,2,0,3.56
665871,Javier Assad,Chicago Cubs,2026-07-05,4.2,2,2,2,0,0,4.15
665871,Javier Assad,Chicago Cubs,2026-06-30,2.2,1,2,5,4,2,4.53
665871,Javier Assad,Chicago Cubs,2026-06-24,5.0,5,2,5,3,2,4.04
665871,Javier Assad,Chicago Cubs,2026-06-17,5.2,1,0,5,2,2,3.89
665871,Javier Assad,Chicago Cubs,2026-06-12,6.0,5,1,3,0,0,3.99
666157,Nick Lodolo,Cincinnati Reds,2026-07-05,6.0,4,2,6,1,0,4.68
666157,Nick Lodolo,Cincinnati Reds,2026-06-29,5.0,4,4,1,0,0,5.05
666157,Nick Lodolo,Cincinnati Reds,2026-06-23,4.0,6,1,2,0,0,5.59
666157,Nick Lodolo,Cincinnati Reds,2026-06-17,4.2,2,2,11,7,0,6.12
666157,Nick Lodolo,Cincinnati Reds,2026-06-12,5.1,5,1,5,2,0,5.21
625643,Reynaldo López,Atlanta Braves,2026-07-06,5.0,5,2,3,1,1,3.18
625643,Reynaldo López,Atlanta Braves,2026-07-01,5.0,6,1,2,1,0,3.31
625643,Reynaldo López,Atlanta Braves,2026-06-26,3.0,1,0,4,1,0,3.47
625643,Reynaldo López,Atlanta Braves,2026-06-21,3.0,3,1,1,0,0,3.50
625643,Reynaldo López,Atlanta Braves,2026-06-16,2.0,1,0,1,0,0,3.76
669461,Matthew Liberatore,St. Louis Cardinals,2026-07-05,5.0,3,2,4,3,0,5.34
669461,Matthew Liberatore,St. Louis Cardinals,2026-06-30,5.0,9,4,1,1,0,5.33
669461,Matthew Liberatore,St. Louis Cardinals,2026-06-24,5.1,3,2,8,6,2,5.56
669461,Matthew Liberatore,St. Louis Cardinals,2026-06-18,1.2,2,0,7,5,1,5.23
669461,Matthew Liberatore,St. Louis Cardinals,2026-06-13,4.1,4,1,5,4,3,4.71
702056,Trey Yesavage,Toronto Blue Jays,2026-07-05,6.0,7,2,3,2,1,3.31
702056,Trey Yesavage,Toronto Blue Jays,2026-06-29,6.2,3,0,3,1,1,3.34
702056,Trey Yesavage,Toronto Blue Jays,2026-06-24,5.2,5,5,2,1,0,3.56
702056,Trey Yesavage,Toronto Blue Jays,2026-06-18,7.1,6,0,4,3,2,3.76
702056,Trey Yesavage,Toronto Blue Jays,2026-06-12,5.0,3,6,4,5,1,3.78
621111,Walker Buehler,San Diego Padres,2026-07-06,5.0,4,1,7,7,2,5.07
621111,Walker Buehler,San Diego Padres,2026-07-01,4.0,6,4,7,9,3,4.61
621111,Walker Buehler,San Diego Padres,2026-06-26,5.1,5,3,3,1,1,3.81
621111,Walker Buehler,San Diego Padres,2026-06-20,5.1,7,1,5,1,0,3.96
621111,Walker Buehler,San Diego Padres,2026-06-14,5.0,5,0,6,1,1,4.14
694297,Brandon Pfaadt,Arizona Diamondbacks,2026-07-06,5.0,6,0,4,0,0,4.84
694297,Brandon Pfaadt,Arizona Diamondbacks,2026-06-30,5.1,2,1,3,1,1,5.40
694297,Brandon Pfaadt,Arizona Diamondbacks,2026-06-03,1.0,1,2,3,2,0,5.92
694297,Brandon Pfaadt,Arizona Diamondbacks,2026-05-29,1.2,3,0,3,1,1,5.59
694297,Brandon Pfaadt,Arizona Diamondbacks,2026-05-23,1.2,0,0,2,1,1,5.60
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,2026-07-04,7.0,10,2,3,0,0,2.49
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,2026-06-27,6.0,4,2,5,2,1,2.67
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,2026-06-20,6.0,6,2,6,3,0,2.65
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,2026-06-13,8.1,7,0,1,1,1,2.52
808967,Yoshinobu Yamamoto,Los Angeles Dodgers,2026-06-06,8.0,4,0,2,1,0,2.68
