date,season,pitcher_id,pitcher_name,team,games,games_started,innings_pitched,innings_decimal,era,whip,strikeouts,walks,hits_allowed,earned_runs,home_runs_allowed,batters_faced,wins,losses,season_k_per_start,avg_ip_per_start,walks_per_start,hits_per_start,earned_runs_per_start,win_rate,k_per_9,bb_per_9,hits_per_9,k_minus_bb_rate
2026-07-10,2026,800048,Parker Messick,Cleveland Guardians,19,19,112.0,112.0,2.73,1.07,110,36,84,34,10,445,8,5,5.7894736842105265,5.894736842105263,1.894736842105263,4.421052631578948,1.7894736842105263,0.42105263157894735,8.839285714285714,2.892857142857143,6.75,0.1662921348314607
2026-07-10,2026,645261,Sandy Alcantara,Miami Marlins,20,20,130.2,130.66666666666666,3.99,1.22,100,33,127,58,13,543,10,5,5.0,6.533333333333333,1.65,6.35,2.9,0.5,6.887755102040817,2.2729591836734695,8.747448979591837,0.12338858195211787
2026-07-10,2026,543243,Sonny Gray,Boston Red Sox,17,17,95.2,95.66666666666667,2.54,1.1,85,24,81,27,10,382,11,1,5.0,5.627450980392157,1.411764705882353,4.764705882352941,1.588235294117647,0.6470588235294118,7.996515679442508,2.2578397212543555,7.620209059233449,0.15968586387434555
2026-07-10,2026,690997,Nolan McLean,New York Mets,19,19,107.1,107.33333333333333,3.52,1.12,125,39,81,42,10,448,6,6,6.578947368421052,5.649122807017544,2.0526315789473686,4.2631578947368425,2.210526315789474,0.3157894736842105,10.48136645962733,3.270186335403727,6.79192546583851,0.19196428571428573
2026-07-10,2026,682052,Jacob Lopez,Athletics,14,11,55.1,55.333333333333336,6.83,1.79,43,34,65,42,11,262,4,3,3.909090909090909,5.03030303030303,3.090909090909091,5.909090909090909,3.8181818181818183,0.36363636363636365,6.993975903614458,5.53012048192771,10.572289156626505,0.03435114503816794
2026-07-10,2026,680732,Sean Burke,Chicago White Sox,19,15,105.2,105.66666666666667,3.41,1.17,115,33,91,40,13,435,6,4,7.666666666666667,7.044444444444445,2.2,6.066666666666666,2.6666666666666665,0.4,9.794952681388013,2.810725552050473,7.750788643533123,0.18850574712643678
2026-07-10,2026,686613,Hunter Brown,Houston Astros,7,7,35.1,35.333333333333336,3.57,1.39,39,22,27,14,5,153,1,0,5.571428571428571,5.047619047619048,3.142857142857143,3.857142857142857,2.0,0.14285714285714285,9.933962264150942,5.60377358490566,6.877358490566038,0.1111111111111111
2026-07-10,2026,615698,Cal Quantrill,Texas Rangers,19,4,46.1,46.333333333333336,3.11,1.14,28,13,40,16,6,193,3,1,7.0,11.583333333333334,3.25,10.0,4.0,0.75,5.438848920863309,2.5251798561151078,7.76978417266187,0.07772020725388601
2026-07-10,2026,680570,Grayson Rodriguez,Los Angeles Angels,7,7,31.0,31.0,7.55,1.74,24,16,38,26,4,146,3,2,3.4285714285714284,4.428571428571429,2.2857142857142856,5.428571428571429,3.7142857142857144,0.42857142857142855,6.967741935483871,4.645161290322581,11.03225806451613,0.0547945205479452
2026-07-10,2026,805673,Zebby Matthews,Minnesota Twins,11,11,67.0,67.0,4.57,1.22,54,18,64,34,14,275,4,6,4.909090909090909,6.090909090909091,1.6363636363636365,5.818181818181818,3.090909090909091,0.36363636363636365,7.253731343283582,2.417910447761194,8.597014925373134,0.13090909090909092
2026-07-10,2026,519242,Chris Sale,Atlanta Braves,17,17,98.0,98.0,2.2,1.11,117,25,84,24,8,403,9,6,6.882352941176471,5.764705882352941,1.4705882352941178,4.9411764705882355,1.411764705882353,0.5294117647058824,10.744897959183673,2.295918367346939,7.714285714285714,0.228287841191067
2026-07-10,2026,681517,Kyle Leahy,St. Louis Cardinals,18,18,89.1,89.33333333333333,3.73,1.41,75,33,93,37,9,388,7,4,4.166666666666667,4.962962962962963,1.8333333333333333,5.166666666666667,2.0555555555555554,0.3888888888888889,7.5559701492537314,3.324626865671642,9.369402985074627,0.10824742268041238
2026-07-10,2026,669456,Shane Bieber,Toronto Blue Jays,4,4,17.2,17.666666666666668,7.64,2.04,13,10,26,15,7,86,0,1,3.25,4.416666666666667,2.5,6.5,3.75,0.0,6.6226415094339615,5.094339622641509,13.245283018867923,0.03488372093023256
2026-07-10,2026,676664,JP Sears,San Diego Padres,4,4,19.2,19.666666666666668,5.03,1.42,17,8,20,11,4,86,2,1,4.25,4.916666666666667,2.0,5.0,2.75,0.5,7.779661016949152,3.661016949152542,9.152542372881355,0.10465116279069768
2026-07-10,2026,593958,Eduardo Rodriguez,Arizona Diamondbacks,19,19,112.0,112.0,2.33,1.16,78,38,92,29,12,453,7,3,4.105263157894737,5.894736842105263,2.0,4.842105263157895,1.5263157894736843,0.3684210526315789,6.267857142857143,3.0535714285714284,7.392857142857143,0.08830022075055188
2026-07-10,2026,669165,Kyle Hurt,Los Angeles Dodgers,32,1,31.1,31.333333333333332,4.88,1.4,38,16,28,17,3,135,3,1,38.0,31.333333333333332,16.0,28.0,17.0,3.0,10.914893617021278,4.595744680851064,8.042553191489363,0.16296296296296298
2026-07-10,2026,685299,Tanner Gordon,Colorado Rockies,12,5,49.1,49.333333333333336,6.57,1.6,47,11,68,36,12,224,0,2,9.4,9.866666666666667,2.2,13.6,7.2,0.0,8.574324324324325,2.0067567567567566,12.405405405405405,0.16071428571428573
2026-07-10,2026,592662,Robbie Ray,San Francisco Giants,19,18,106.1,106.33333333333333,3.39,1.24,90,49,83,40,15,439,8,6,5.0,5.907407407407407,2.7222222222222223,4.611111111111111,2.2222222222222223,0.4444444444444444,7.617554858934169,4.147335423197492,7.025078369905956,0.09339407744874716
2026-07-10,2026,687075,Brandon Sproat,Milwaukee Brewers,17,15,79.0,79.0,5.13,1.37,84,37,71,45,14,336,3,4,5.6,5.266666666666667,2.466666666666667,4.733333333333333,3.0,0.2,9.569620253164556,4.215189873417722,8.08860759493671,0.13988095238095238
2026-07-10,2026,677952,Braxton Ashcraft,Pittsburgh Pirates,18,18,108.1,108.33333333333333,3.24,1.1,122,25,94,39,12,439,9,3,6.777777777777778,6.018518518518518,1.3888888888888888,5.222222222222222,2.1666666666666665,0.5,10.135384615384616,2.076923076923077,7.809230769230769,0.22095671981776766
