feature,importance,importance_rank
trend_last10_vs_season_stolen_bases,0.0020047700963914394,283
last20_fantasy_score_coefficient_variation,0.001999835018068552,284
last10_runs_avg,0.0019859715830534697,285
last3_fantasy_score_median,0.0019837566651403904,286
last3_strikeouts_per_pa,0.0019791896920651197,287
last5_fantasy_score_median,0.001972777070477605,288
opponent_pitcher_last5_avg_home_runs,0.001968548633158207,289
trend_last5_vs_last20_doubles,0.0019502451177686453,290
last3_fantasy_score_coefficient_variation,0.0019496817840263247,291
last10_singles_per_pa,0.0019454993307590485,292
season_std_plate_appearances,0.0019415606511756778,293
trend_last3_vs_last10_stolen_bases,0.001941199298016727,294
last3_hits_runs_rbis_coefficient_variation,0.0019270471530035138,295
opponent_pitcher_season_std_hits,0.0019258068641647696,296
opponent_pitcher_last5_avg_batters_faced,0.0019243503920733929,297
opponent_pitcher_season_std_home_runs_per_9,0.0019210386089980602,298
last5_plate_appearances_median,0.0019060717895627022,299
opponent_split_avg_hits,0.0018996712751686573,300
last20_fantasy_score_median,0.001898851478472352,301
last10_at_bats_min,0.0018966540228575468,302
last20_strikeouts_median,0.0018925649346783757,303
last5_fantasy_score_avg,0.0018894252134487033,304
last20_stolen_bases_avg,0.0018872134387493134,305
last3_hits_runs_rbis_max,0.0018832917558029294,306
opponent_pitcher_last3_avg_home_runs_per_9,0.0018756267381832004,307
last10_singles_std,0.001846567029133439,308
previous_game_doubles,0.0018446315079927444,309
opponent_pitcher_last10_avg_era,0.0018428463954478502,310
last3_fantasy_score_std,0.0018421750282868743,311
last5_strikeouts_per_pa,0.0018417863175272942,312
season_rbi_per_pa,0.0018377770902588964,313
last5_hits_runs_rbis_std,0.0018344740383327007,314
opponent_pitcher_season_avg_outs_recorded,0.0018340308452025056,315
opponent_split_avg_runs,0.00183075328823179,316
last5_hits_std,0.0018283892422914505,317
last10_triples_per_ab,0.0018036315450444818,318
trend_last3_vs_last10_runs,0.0017884179251268506,319
opponent_pitcher_last5_avg_whip,0.0017803459195420146,320
opponent_pitcher_season_avg_hits_per_9,0.0017791615100577474,321
last5_hits_runs_rbis_avg,0.0017400376964360476,322
last20_plate_appearances_std,0.0017202100716531277,323
last20_rbi_coefficient_variation,0.0017149595078080893,324
previous_game_runs,0.0017140476265922189,325
last5_hits_runs_rbis_per_pa,0.0017052824841812253,326
opponent_split_avg_rbi,0.001670405501499772,327
last10_triples_per_pa,0.0016568198334425688,328
opponent_pitcher_season_std_strikeouts_per_9,0.0016540751093998551,329
last10_doubles_per_ab,0.0016342939343303442,330
last10_total_bases_per_ab,0.0016332759987562895,331
trend_last5_vs_last20_hit_by_pitch,0.0016304997261613607,332
last3_rbi_median,0.001625971170142293,333
last5_plate_appearances_min,0.001612258842214942,334
last3_plate_appearances_std,0.0016007868107408285,335
last5_rbi_coefficient_variation,0.0015954027185216546,336
opponent_split_avg_hits_runs_rbis,0.0015732708852738142,337
last5_doubles_std,0.0015660602366551757,338
season_std_hits,0.001561886165291071,339
last3_home_runs_min,0.0015581116313114762,340
opponent_pitcher_season_avg_walk_rate_bf,0.001533806324005127,341
last10_hits_avg,0.001504446379840374,342
last10_home_runs_per_ab,0.0015006125904619694,343
last20_rbi_median,0.0014766131062060595,344
last5_hits_coefficient_variation,0.0014523424906656146,345
last10_strikeouts_std,0.0014341736678034067,346
trend_last5_vs_last20_plate_appearances,0.0013771854573860765,347
last5_runs_avg,0.0013590097660198808,348
opponent_pitcher_last3_avg_hits_per_9,0.0013428915990516543,349
last5_total_bases_median,0.0013292862568050623,350
day_of_week,0.0012938283616676927,351
last3_at_bats_median,0.0012820438714697957,352
last20_singles_avg,0.001266192994080484,353
opponent_pitcher_season_std_era,0.0012173099676147103,354
opponent_pitcher_last3_avg_fip_component,0.001101467409171164,355
last3_hits_runs_rbis_min,0.0,356
last3_hits_runs_rbis_median,0.0,357
last3_hits_min,0.0,358
last3_hits_max,0.0,359
last3_hits_coefficient_variation,0.0,360
last10_walks_max,0.0,361
last3_home_runs_avg,0.0,362
last10_triples_std,0.0,363
opponent_pitcher_season_std_earned_runs,0.0,364
last3_hit_by_pitch_std,0.0,365
last3_hit_by_pitch_min,0.0,366
last3_plate_appearances_min,0.0,367
last20_total_bases_min,0.0,368
last20_total_bases_median,0.0,369
last10_walks_avg,0.0,370
