feature,importance,importance_rank
last20_triples_max,0.0006639775431127419,487
last5_hits_min,0.0006564303709510369,488
trend_last5_vs_last20_triples,0.0006536718497942513,489
last3_singles_min,0.0006536189198775533,490
last5_hit_by_pitch_max,0.0006433332230197153,491
last3_runs_min,0.0006425899747456741,492
opponent_pitcher_last3_avg_walks_per_9,0.0006331001228767155,493
last5_stolen_bases_std,0.0006309074894089929,494
opponent_pitcher_last10_avg_home_runs_per_9,0.0006238126343426238,495
last3_hit_by_pitch_max,0.0006235307362080432,496
last20_triples_per_pa,0.0006149756738508565,497
last5_hit_by_pitch_per_pa,0.0006116558802360791,498
last3_stolen_bases_avg,0.0006067918266438802,499
last5_hit_by_pitch_std,0.0006046105462697829,500
opponent_pitcher_last3_avg_home_runs_per_9,0.0006040299789327028,501
opponent_pitcher_season_std_strikeouts_per_9,0.0005931186961459559,502
last3_hit_by_pitch_per_pa,0.0005889822590237979,503
opponent_pitcher_last3_avg_k_minus_bb_rate,0.0005831161630718729,504
previous_game_stolen_bases,0.000580579612902395,505
last3_hit_by_pitch_median,0.0005748778911345315,506
last5_triples_max,0.0005601490817639733,507
last5_doubles_median,0.0005590142863197887,508
opponent_pitcher_last3_avg_walk_rate_bf,0.0005517823293872022,509
last5_stolen_bases_max,0.000539586358396652,510
last3_stolen_bases_std,0.0005374571947288211,511
opponent_pitcher_season_avg_whip,0.0005330125064654063,512
last3_home_runs_per_pa,0.0005294256419993489,513
last5_home_runs_std,0.0005215007747026083,514
last20_triples_avg,0.0005199894424933782,515
last3_home_runs_std,0.0005152412046597163,516
last3_home_runs_avg,0.0005148220926273501,517
last3_hit_by_pitch_std,0.0005095802220088626,518
last5_total_bases_min,0.0005069549850171247,519
trend_last3_vs_last10_triples,0.0005049199844782261,520
last5_home_runs_avg,0.0004941529548989555,521
last3_hit_by_pitch_avg,0.0004919899507197922,522
opponent_pitcher_season_avg_hits_per_9,0.0004786889578529471,523
last10_triples_per_ab,0.00047769358287890373,524
last5_home_runs_median,0.0004743960715789803,525
opponent_pitcher_season_avg_home_runs_per_9,0.0004714255825433653,526
last10_triples_std,0.000470146932690015,527
opponent_pitcher_last3_avg_whip,0.0004695862651921499,528
last5_home_runs_max,0.00046688301229957604,529
previous_game_hit_by_pitch,0.00046672805102980557,530
opponent_pitcher_season_std_whip,0.0004652654106239029,531
last3_triples_per_pa,0.0004583626543862127,532
opponent_pitcher_season_std_walk_rate_bf,0.00045579754119281634,533
opponent_pitcher_last3_avg_fip_component,0.0004526236729981727,534
opponent_pitcher_season_std_walks_per_9,0.00044852301049084044,535
last5_hit_by_pitch_avg,0.00044232483518682905,536
opponent_pitcher_season_std_home_runs_per_9,0.00043995323214618485,537
opponent_pitcher_last10_avg_walk_rate_bf,0.00043960726054412025,538
opponent_pitcher_season_std_strikeout_rate_bf,0.0004379457967895553,539
last3_home_runs_max,0.00043308037138139533,540
last10_triples_max,0.00042793817186853914,541
last3_stolen_bases_median,0.00042785371592528613,542
last3_triples_per_ab,0.00042701892404053727,543
opponent_pitcher_last5_avg_walk_rate_bf,0.0004265874317653289,544
last10_triples_per_pa,0.00042484221583473814,545
opponent_pitcher_season_std_fip_component,0.0004204236159539286,546
opponent_pitcher_season_avg_fip_component,0.00041355453140376724,547
opponent_pitcher_last5_avg_whip,0.00041331289409188396,548
opponent_pitcher_last3_avg_hits_per_9,0.00040944966428615765,549
opponent_pitcher_last5_avg_k_minus_bb_rate,0.0004076461277126749,550
opponent_pitcher_last10_avg_fip_component,0.0004074223558456763,551
opponent_pitcher_season_std_hits_per_9,0.0003970322999355609,552
opponent_pitcher_season_avg_k_minus_bb_rate,0.0003938370040869783,553
opponent_pitcher_season_std_k_minus_bb_rate,0.0003912904680396327,554
last3_walks_min,0.0003854864691701525,555
last5_triples_per_pa,0.00038216780435717,556
last5_triples_std,0.0003791467839726415,557
last3_triples_avg,0.0003754467070660967,558
last5_singles_min,0.00036901718292301405,559
last10_strikeouts_min,0.00035436866040125834,560
opponent_pitcher_last5_avg_home_runs_per_9,0.00035177496766350934,561
opponent_pitcher_last10_avg_k_minus_bb_rate,0.00034826260943518776,562
opponent_pitcher_last5_avg_hits_per_9,0.00034780636553256714,563
opponent_pitcher_last5_avg_walks_per_9,0.0003472513771126043,564
opponent_pitcher_season_avg_outs_recorded,0.0003456441755470733,565
last3_rbi_min,0.0003453195381206264,566
last5_triples_per_ab,0.000345076817109333,567
opponent_pitcher_last10_avg_hits_per_9,0.0003397783252323909,568
