bet_id,event_date,slate_date,event_id,game_id,commence_time,home_team,away_team,team,opponent,platform,platform_key,player,market,direction,line,sportsbook_odds,projection,raw_projection_edge,probability,sportsbook_implied_probability,no_vig_implied_probability,probability_edge,expected_value,fair_odds,grade,confidence_tier,distribution_method,calibration_sample_size,validation_mae,kelly_fraction,recommended_bankroll_fraction,fetched_at,logged_at,stake,closing_line,closing_odds,actual_result,outcome,profit,grading_status,grading_note,matched_game_pk,graded_at
2026-07-19|||prizepicks|cooper pratt|hitter_hits|under|1.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Prizepicks,,Cooper Pratt,hitter_hits,Under,1.5,-100,0.768,-0.732,0.7998,0.5,0.5,0.2998,0.5997,-400.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.5997,0.025,2026-07-19T07:48:10Z,2026-07-19T07:50:22.942452+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|cooper pratt|hitter_hits_runs_rbis|under|3.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Prizepicks,,Cooper Pratt,hitter_hits_runs_rbis,Under,3.5,-100,1.493,-2.007,0.8557,0.5,0.5,0.3557,0.7114,-593.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.7114,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|cooper pratt|hitter_hits_runs_rbis|under|2.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Prizepicks,,Cooper Pratt,hitter_hits_runs_rbis,Under,2.5,-100,1.493,-1.007,0.755,0.5,0.5,0.255,0.5101,-308.0,A+,Elite,empirical_holdout_residuals,5346.0,1.5192,0.5101,0.025,2026-07-19T07:48:10Z,2026-07-19T07:50:22.942452+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|cooper pratt|hitter_rbis|under|0.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Prizepicks,,Cooper Pratt,hitter_rbis,Under,0.5,-100,0.357,-0.143,0.7222,0.5,0.5,0.2222,0.4444,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.4444,0.025,2026-07-19T07:48:10Z,2026-07-19T07:50:22.942452+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|eury pérez|pitcher_outs|over|15.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Miami Marlins,Milwaukee Brewers,Pinnacle,,Eury Pérez,pitcher_outs,Over,15.5,-117,16.564,1.064,0.6355,0.5392,0.504,0.1315,0.1787,-174.0,B+,Good,normal_residual_std,,,0.209,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prophetx|fernando tatis jr.|hitter_runs|under|0.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,San Diego Padres,Kansas City Royals,Prophetx,,Fernando Tatis Jr.,hitter_runs,Under,0.5,127,0.571,0.071,0.6325,0.4405,0.4234,0.2091,0.4358,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.3431,0.025,2026-07-19T07:48:10Z,2026-07-19T07:50:22.942452+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prophetx|garrett mitchell|hitter_total_bases|over|0.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Prophetx,,Garrett Mitchell,hitter_total_bases,Over,0.5,250,1.422,0.922,0.5933,0.2857,0.2713,0.322,1.0765,-146.0,B,Playable,empirical_holdout_residuals,5296.0,1.3495,0.4306,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||betrivers|german marquez|pitcher_strikeouts|over|3.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,San Diego Padres,,BetRivers,,German Marquez,pitcher_strikeouts,Over,3.5,123,5.965,2.465,0.8456,0.4484,0.4187,0.427,0.8858,-548.0,A+,Elite,poisson,,,0.7202,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|germán márquez|pitcher_strikeouts|over|3.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,San Diego Padres,,Pinnacle,,Germán Márquez,pitcher_strikeouts,Over,3.5,108,5.965,2.465,0.8456,0.4808,0.4489,0.3967,0.7589,-548.0,A+,Elite,poisson,,,0.7027,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|hunter brown|pitcher_outs|under|17.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Houston Astros,Baltimore Orioles,Pinnacle,,Hunter Brown,pitcher_outs,Under,17.5,106,15.69,-1.81,0.7222,0.4854,0.4513,0.2709,0.4877,-260.0,A+,Elite,normal_residual_std,,,0.4601,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||betrivers|hunter brown|pitcher_strikeouts|under|7.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Houston Astros,,BetRivers,,Hunter Brown,pitcher_strikeouts,Under,7.5,-134,5.183,-2.317,0.8468,0.5726,0.5339,0.313,0.4788,-553.0,A+,Elite,poisson,,,0.6416,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|hunter brown|pitcher_strikeouts|under|7.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Houston Astros,,Pinnacle,,Hunter Brown,pitcher_strikeouts,Under,7.5,-143,5.183,-2.317,0.8468,0.5885,0.5504,0.2965,0.439,-553.0,A+,Elite,poisson,,,0.6278,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|jake bauers|hitter_total_bases|over|0.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Pinnacle,,Jake Bauers,hitter_total_bases,Over,0.5,-116,1.651,1.151,0.689,0.537,0.502,0.187,0.283,-222.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3283,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prophetx|jake bauers|hitter_total_bases|over|0.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Milwaukee Brewers,Miami Marlins,Prophetx,,Jake Bauers,hitter_total_bases,Over,0.5,305,1.651,1.151,0.689,0.2469,0.235,0.4541,1.7906,-222.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.5871,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|noah cameron|pitcher_outs|under|17.5,2026-07-19,,,,2026-07-19T18:10:00Z,,,Kansas City Royals,San Diego Padres,Pinnacle,,Noah Cameron,pitcher_outs,Under,17.5,-104,16.76,-0.74,0.5952,0.5098,0.4768,0.1184,0.1675,-147.0,B,Playable,normal_residual_std,,,0.1742,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|alan roden|hitter_rbis|under|0.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Prizepicks,,Alan Roden,hitter_rbis,Under,0.5,-100,0.339,-0.161,0.7224,0.5,0.5,0.2224,0.4448,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.4448,0.025,2026-07-19T07:48:10Z,2026-07-19T07:50:22.942452+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|alan roden|hitter_runs|under|0.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Prizepicks,,Alan Roden,hitter_runs,Under,0.5,-100,0.345,-0.155,0.6327,0.5,0.5,0.1327,0.2654,-172.0,B+,Good,empirical_holdout_residuals,5296.0,0.5737,0.2654,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|alex bregman|hitter_rbis|under|0.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Prizepicks,,Alex Bregman,hitter_rbis,Under,0.5,-100,0.52,0.02,0.722,0.5,0.5,0.222,0.444,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.444,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|alex bregman|hitter_total_bases|under|1.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Prizepicks,,Alex Bregman,hitter_total_bases,Under,1.5,-100,1.419,-0.081,0.6632,0.5,0.5,0.1632,0.3264,-197.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.3264,0.025,2026-07-19T08:09:13Z,2026-07-19T08:11:34.597572+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|austin martin|hitter_hits|under|1.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Prizepicks,,Austin Martin,hitter_hits,Under,1.5,-100,0.549,-0.951,0.8138,0.5,0.5,0.3138,0.6276,-437.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6828,0.6276,0.025,2026-07-19T08:09:13Z,2026-07-19T08:11:34.597572+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|austin martin|hitter_rbis|under|1.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Prizepicks,,Austin Martin,hitter_rbis,Under,1.5,-100,0.269,-1.231,0.8945,0.5,0.5,0.3945,0.7889,-847.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.7889,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|brooks lee|hitter_runs|under|1.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Minnesota Twins,Chicago Cubs,Prizepicks,,Brooks Lee,hitter_runs,Under,1.5,-100,0.519,-0.981,0.9201,0.5,0.5,0.4201,0.8402,-1151.0,A+,Elite,empirical_holdout_residuals,5296.0,0.5737,0.8402,0.025,2026-07-19T08:09:13Z,2026-07-19T08:11:34.597572+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prophetx|dansby swanson|hitter_total_bases|over|0.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Prophetx,,Dansby Swanson,hitter_total_bases,Over,0.5,510,1.575,1.075,0.6534,0.1639,0.1557,0.4977,2.9858,-189.0,A,Strong,empirical_holdout_residuals,5296.0,1.3495,0.5855,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||novig|shota imanaga|pitcher_outs|under|17.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Novig,,Shota Imanaga,pitcher_outs,Under,17.5,144,16.532,-0.968,0.6237,0.4098,0.3903,0.2334,0.5218,-166.0,B+,Good,normal_residual_std,,,0.3624,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||parx|shota imanaga|pitcher_outs|under|17.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Parx,,Shota Imanaga,pitcher_outs,Under,17.5,135,16.532,-0.968,0.6237,0.4255,0.3955,0.2282,0.4657,-166.0,B+,Good,normal_residual_std,,,0.345,0.025,2026-07-19T16:32:32Z,2026-07-19T16:34:53.833951+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||pinnacle|shota imanaga|pitcher_outs|under|17.5,2026-07-19,,,,2026-07-19T18:20:00Z,,,Chicago Cubs,Minnesota Twins,Pinnacle,,Shota Imanaga,pitcher_outs,Under,17.5,126,16.532,-0.968,0.6237,0.4425,0.4138,0.2099,0.4096,-166.0,B+,Good,normal_residual_std,,,0.325,0.025,2026-07-19T07:48:10Z,2026-07-19T07:50:22.942452+00:00,,,,,,,UNRESOLVED,,,
2026-07-19|||prizepicks|cole carrigg|hitter_rbis|under|0.5,2026-07-19,,,,2026-07-19T19:10:00Z,,,Colorado Rockies,Cincinnati Reds,Prizepicks,,Cole Carrigg,hitter_rbis,Under,0.5,-100,0.394,-0.106,0.7222,0.5,0.5,0.2222,0.4444,-260.0,A+,Elite,empirical_holdout_residuals,5296.0,0.6272,0.4444,0.025,2026-07-19T07:35:40Z,2026-07-19T07:37:49.534252+00:00,,,,,,,UNRESOLVED,,,
